policy_number,policy_bind_date,policy_state,policy_deductible,policy_annual_premium,umbrella_limit,insured_zip,insured_age,insured_sex,insured_occupation,insured_hobbies,incident_date,incident_state,incident_severity,incident_city,incident_location,incident_hour_of_the_day,peril_type,authorities_contacted,police_report_available,cov_A,cov_E,personal_liability_ind,property_claim_amount,injury_claim_amount,total_claim_amount,liberty_prior_claim,other_prior_claim,fraud_reported
157555,9/12/2003,IN,500,2079.675892,0,46137,61,FEMALE,sales,basketball,1/25/2015,NY,major damage,Hillsdale,9035 Sky Hwy,16,hail,other,NO,208000,500000,NO,167461,622,168083,YES,YES,NO
497202,3/10/2009,IN,1000,3907.168971,0,45147,33,FEMALE,adm-clerical,kayaking,1/2/2015,VA,total loss,Riverwood,7551 Oak St,17,theft,other,NO,336200,300000,NO,336200,10731,346931,NO,NO,NO
564870,3/27/2014,IL,1000,2331.721366,0,47338,46,FEMALE,exec-managerial,golf,2/20/2015,NY,total loss,Springfield,6076 Francis St,10,fire,none,NO,280000,500000,NO,280000,5869,285869,YES,NO,NO
955187,6/4/2014,IL,500,3649.41063,6000000,43697,38,FEMALE,craft-repair,dancing,1/7/2015,SC,minor damage,Northbrook,1816 2nd Ridge,8,other,police,YES,328600,500000,NO,184405,12828,197233,YES,NO,NO
492032,1/25/2008,IN,1000,1847.704052,0,44491,36,FEMALE,adm-clerical,movies,1/14/2015,SC,minor damage,Northbend,7647 Francis Hwy,12,hurricane,other,NO,176000,500000,NO,79271,758,80029,NO,NO,NO
181798,8/19/2005,IL,500,1050.643309,0,43861,27,MALE,adm-clerical,polo,2/26/2015,NY,minor damage,Northbend,3571 Lincoln Hwy,23,theft,none,NO,127400,300000,NO,66927,6982,73909,NO,NO,NO
295381,1/26/2003,IN,500,5653.574925,6000000,45371,41,FEMALE,adm-clerical,video-games,2/1/2015,NC,minor damage,Hillsdale,6807 Apache St,8,theft,other,NO,490000,300000,NO,268385,3122,271507,NO,YES,NO
142646,6/19/1998,OH,1000,3729.666679,0,61317,30,FEMALE,craft-repair,reading,2/2/2015,NY,trivial damage,Riverwood,2076 Maple Lane,3,fire,fire,NO,409400,1000000,NO,68442,19243,87685,NO,YES,NO
105778,2/10/2007,IN,500,2819.251493,0,61794,32,MALE,other-service,reading,2/13/2015,VA,total loss,Northbend,7716 2nd St,10,other,fire,NO,235400,1000000,YES,235400,18763,254163,NO,YES,NO
744424,11/20/1997,OH,1000,763.017999,0,43599,36,MALE,prof-specialty,movies,2/23/2015,SC,total loss,Riverwood,1891 1st Hwy,5,other,police,YES,91400,300000,YES,91400,546,91946,NO,YES,NO
437577,6/17/1990,OH,1000,2098.998307,5000000,60466,39,MALE,priv-house-serv,basketball,2/20/2015,NY,minor damage,Northbrook,2680 Francis Ridge,21,hail,other,NO,189400,300000,NO,109064,5167,114231,YES,NO,NO
332632,6/3/1990,OH,1000,2339.230478,0,61311,33,FEMALE,protective-serv,polo,1/4/2015,NY,minor damage,Springfield,3637 Weaver St,22,hurricane,other,NO,225800,1000000,NO,94059,15291,109350,NO,NO,NO
676971,5/19/1994,IN,1000,3322.905831,0,61437,34,FEMALE,sales,yachting,1/5/2015,WV,minor damage,Riverwood,2941 Flute Ave,8,hurricane,fire,NO,288200,1000000,YES,148516,7366,155882,NO,NO,NO
368609,5/13/2011,IL,500,1128.117761,0,46850,28,FEMALE,adm-clerical,yachting,1/3/2015,WV,minor damage,Columbus,6066 Maple St,2,hurricane,other,NO,109600,500000,NO,52382,6252,58634,NO,NO,NO
524507,8/24/2014,IN,1000,1479.251267,0,44473,22,MALE,prof-specialty,camping,1/29/2015,NY,total loss,Arlington,8772 Oak St,21,hurricane,fire,NO,145000,300000,NO,145000,13150,158150,NO,NO,NO
469648,12/25/2009,OH,1000,3030.279161,0,44689,42,MALE,priv-house-serv,skydiving,2/6/2015,SC,total loss,Columbus,5516 5th Ave,2,theft,police,YES,340400,300000,NO,340400,5657,346057,NO,YES,NO
918622,7/3/2009,IL,500,5001.733425,0,61916,24,FEMALE,priv-house-serv,board-games,2/2/2015,WV,minor damage,Hillsdale,9337 Texas Ave,23,hurricane,other,NO,505000,500000,NO,267515,9946,277461,NO,NO,NO
672076,8/29/1997,OH,1000,2106.853074,0,61573,45,MALE,tech-support,reading,2/8/2015,SC,minor damage,Columbus,8366 Washington Ridge,22,hurricane,other,NO,229000,1000000,NO,101486,3775,105261,YES,NO,NO
837501,7/23/1994,IN,500,10808.41869,0,61266,40,MALE,priv-house-serv,movies,3/1/2015,OH,minor damage,Hillsdale,7229 5th Hwy,20,hurricane,other,NO,1071800,500000,NO,473225,2157,475382,YES,NO,NO
961975,10/17/1995,IL,1000,2485.154433,0,46067,43,FEMALE,transport-moving,kayaking,2/24/2015,NC,total loss,Arlington,3228 Tree Drive,9,fire,ambulance,NO,256800,300000,NO,256800,4728,261528,NO,NO,NO
569994,4/28/1993,IL,500,2046.356001,0,44792,41,FEMALE,farming-fishing,bungie-jumping,2/15/2015,VA,total loss,Hillsdale,8509 Apache St,23,hurricane,fire,NO,229800,500000,NO,229800,866,230666,NO,YES,NO
356197,4/21/1998,OH,1000,8278.743439,0,44926,39,MALE,priv-house-serv,movies,2/5/2015,SC,major damage,Columbus,2567 Lincoln Drive,16,hail,ambulance,NO,783600,300000,NO,664946,9716,674662,NO,NO,NO
588854,10/2/1995,IN,1000,3948.614872,5000000,46876,42,FEMALE,tech-support,chess,1/30/2015,WV,total loss,Northbend,6353 Texas Drive,8,hail,other,NO,353400,500000,NO,353400,13463,366863,NO,NO,NO
902290,4/24/2014,IN,1000,1668.532802,0,47734,44,FEMALE,machine-op-inspct,skydiving,1/13/2015,SC,minor damage,Columbus,7380 Britain Drive,8,theft,ambulance,NO,159200,500000,NO,88620,5831,94451,NO,NO,NO
883801,6/13/1998,IL,500,9174.351161,0,46987,35,MALE,exec-managerial,board-games,1/24/2015,SC,major damage,Columbus,7141 MLK Drive,21,fire,none,NO,770400,500000,NO,537508,397,537905,NO,NO,NO
721893,4/21/1996,OH,500,3638.651706,0,46597,31,FEMALE,prof-specialty,bungie-jumping,2/5/2015,NY,minor damage,Northbend,3435 1st Ridge,23,fire,fire,NO,435200,500000,YES,244275,15702,259977,YES,NO,NO
413670,4/24/2009,OH,1000,3582.993457,0,46563,34,FEMALE,handlers-cleaners,kayaking,2/18/2015,WV,minor damage,Riverwood,2310 Apache Ave,2,fire,none,NO,445200,300000,YES,254910,7673,262583,YES,YES,NO
869231,10/10/2002,IN,500,9467.03938,0,43066,41,FEMALE,handlers-cleaners,exercise,1/25/2015,NY,major damage,Northbrook,2361 Sky Hwy,7,hail,ambulance,NO,964200,300000,YES,783611,60,783671,YES,NO,NO
372067,7/16/1991,IL,1000,2520.338965,0,47741,36,MALE,prof-specialty,skydiving,2/3/2015,NY,total loss,Hillsdale,8933 MLK Ave,19,fire,fire,NO,231800,1000000,NO,231800,5308,237108,YES,NO,NO
370420,1/28/2008,IN,1000,5746.998698,0,47548,60,MALE,armed-forces,dancing,2/18/2015,SC,minor damage,Columbus,2669 Lincoln Drive,22,hail,fire,NO,606200,1000000,YES,326953,6061,333014,NO,NO,NO
853304,4/7/1990,IL,1000,3647.922734,0,46464,46,MALE,exec-managerial,movies,1/27/2015,WV,trivial damage,Riverwood,7016 Texas St,4,fire,ambulance,NO,347200,300000,NO,50859,20916,71775,NO,NO,NO
244723,7/22/1994,IL,500,963.2232198,0,44233,22,MALE,priv-house-serv,dancing,1/19/2015,WV,total loss,Springfield,7968 Pine St,9,hail,other,NO,107000,300000,NO,107000,8528,115528,YES,NO,NO
806029,3/1/2008,OH,500,2055.506334,0,45987,45,MALE,sales,sleeping,2/24/2015,NY,major damage,Hillsdale,6670 1st Hwy,4,hurricane,other,NO,222200,500000,NO,154815,14794,169609,YES,NO,NO
260519,6/14/1995,IL,1000,1834.105843,0,44971,28,FEMALE,prof-specialty,yachting,2/27/2015,WV,trivial damage,Springfield,4841 Maple Ridge,20,theft,none,NO,204000,1000000,NO,31962,7418,39380,NO,NO,NO
647361,12/22/2002,IL,500,1955.206871,0,43646,40,MALE,tech-support,base-jumping,1/30/2015,WV,total loss,Northbrook,8107 Elm Ridge,9,fire,fire,NO,221800,1000000,NO,221800,5593,227393,NO,YES,NO
626331,3/15/2006,IN,500,3863.892744,0,60989,64,MALE,handlers-cleaners,yachting,1/31/2015,WV,minor damage,Columbus,7451 Embaracadero Hwy,9,theft,none,NO,341200,500000,NO,167192,12452,179644,NO,NO,NO
823567,3/30/2006,IN,1000,4192.663032,6000000,60769,36,FEMALE,tech-support,base-jumping,1/28/2015,VA,total loss,Northbend,5129 Andromedia Hwy,8,hail,fire,NO,367000,500000,YES,367000,5472,372472,NO,YES,NO
392437,12/25/2001,IN,1000,2162.67359,0,46520,32,MALE,protective-serv,movies,2/13/2015,WV,minor damage,Northbrook,5895 4th Hwy,21,other,other,NO,251200,300000,NO,148464,20520,168984,NO,NO,NO
457734,9/30/1999,OH,1000,5135.61155,0,61416,35,MALE,sales,reading,1/10/2015,VA,minor damage,Hillsdale,1599 Best Ridge,3,other,other,NO,460200,300000,NO,231978,807,232785,NO,YES,NO
562123,9/2/2010,OH,1000,2804.24252,0,61132,41,FEMALE,other-service,base-jumping,2/22/2015,WV,total loss,Northbend,7171 Oak Hwy,7,hail,other,NO,288200,500000,NO,288200,10650,298850,NO,NO,NO
804677,10/5/1999,IL,1000,1724.767698,0,47735,46,MALE,craft-repair,skydiving,2/13/2015,NY,trivial damage,Northbend,1821 Washington Lane,3,hail,other,NO,148200,500000,NO,19405,5549,24954,NO,YES,NO
591852,3/4/2001,IN,1000,2340.568363,0,45657,51,FEMALE,tech-support,yachting,1/25/2015,NY,total loss,Columbus,5261 Francis St,5,theft,fire,NO,202200,300000,YES,202200,803,203003,NO,YES,NO
277522,9/18/1998,IN,1000,4116.029618,0,61384,37,FEMALE,priv-house-serv,kayaking,2/24/2015,SC,minor damage,Springfield,1773 Oak Drive,7,hail,ambulance,NO,366200,500000,YES,182919,4895,187814,YES,NO,NO
538073,7/9/2000,OH,1000,2546.374559,0,46776,33,MALE,armed-forces,paintball,2/7/2015,NY,minor damage,Northbend,8033 Elm Ave,9,hail,ambulance,NO,252200,300000,NO,103114,8074,111188,YES,NO,NO
620645,5/28/1995,IN,500,1032.107903,5000000,47359,39,FEMALE,priv-house-serv,polo,2/27/2015,VA,total loss,Columbus,6313 3rd Ridge,16,theft,other,NO,124600,500000,YES,124600,7659,132259,NO,NO,NO
836336,6/4/1996,IL,1000,4711.974058,0,47324,24,FEMALE,protective-serv,kayaking,1/20/2015,WV,minor damage,Springfield,8111 MLK Ave,7,hail,ambulance,NO,523400,500000,NO,284549,5043,289592,YES,NO,NO
612634,9/25/1990,OH,1000,2827.425108,0,46525,32,FEMALE,priv-house-serv,base-jumping,1/25/2015,WV,major damage,Hillsdale,9724 Texas Lane,16,hurricane,other,NO,242200,1000000,NO,172420,8600,181020,NO,NO,NO
784017,8/10/2006,IN,1000,2241.19996,4000000,47552,29,MALE,craft-repair,polo,2/12/2015,NY,total loss,Riverwood,6295 Cherokee St,14,theft,other,NO,209600,500000,NO,209600,4962,214562,YES,NO,NO
630089,9/20/1995,IL,500,2572.818116,0,47265,33,FEMALE,craft-repair,sleeping,2/15/2015,WV,total loss,Northbend,4206 Sky St,0,fire,ambulance,NO,218400,500000,NO,218400,4972,223372,YES,YES,NO
767642,10/26/2000,OH,500,2461.12124,0,62073,29,MALE,craft-repair,dancing,1/24/2015,NY,minor damage,Riverwood,6860 Washington Ave,11,theft,none,NO,302600,1000000,NO,121770,1432,123202,NO,NO,NO
170498,2/22/2003,IL,1000,4223.991898,4000000,44797,37,FEMALE,sales,camping,1/31/2015,NY,minor damage,Northbend,6041 Weaver Ridge,19,hurricane,ambulance,NO,352800,300000,NO,168147,5909,174056,NO,YES,NO
638616,5/31/2002,OH,1000,2221.560322,0,45676,37,MALE,handlers-cleaners,dancing,1/15/2015,WV,minor damage,Northbrook,8778 4th Hwy,22,hurricane,other,NO,226400,500000,NO,125608,5499,131107,YES,NO,NO
778674,4/12/2010,OH,500,2545.116573,0,60428,33,MALE,tech-support,dancing,2/2/2015,NY,total loss,Springfield,3211 Tree Ave,7,fire,fire,NO,238400,1000000,NO,238400,5187,243587,NO,NO,NO
821860,10/1/2011,OH,1000,2649.863126,0,60250,31,FEMALE,handlers-cleaners,movies,2/8/2015,WV,minor damage,Springfield,1289 Britain Ave,17,fire,police,YES,244800,1000000,NO,136882,6162,143044,NO,NO,NO
968101,6/20/1993,IL,1000,2034.204447,0,46831,30,MALE,sales,sleeping,2/24/2015,PA,total loss,Columbus,3941 Sky St,18,fire,police,YES,199000,1000000,NO,199000,3689,202689,NO,YES,NO
463126,5/6/2011,IL,1000,2322.708707,0,46225,42,FEMALE,handlers-cleaners,camping,1/1/2015,VA,total loss,Northbrook,9460 Elm Drive,8,theft,fire,NO,212000,1000000,NO,212000,6415,218415,YES,NO,NO
853335,9/16/2012,IL,1000,4751.935241,0,44955,32,MALE,transport-moving,board-games,2/7/2015,WV,trivial damage,Columbus,5594 Weaver Drive,2,other,none,NO,495000,300000,NO,54833,6706,61539,NO,YES,NO
576085,7/20/2010,OH,500,2809.163244,0,47645,31,FEMALE,handlers-cleaners,camping,1/16/2015,VA,trivial damage,Northbend,2229 2nd St,18,theft,other,NO,260000,300000,YES,53938,2757,56695,NO,NO,NO
743372,2/28/2000,OH,1000,3641.914417,0,44340,30,FEMALE,adm-clerical,bungie-jumping,2/20/2015,WV,minor damage,Springfield,6571 Francis Ridge,0,theft,ambulance,NO,320200,1000000,NO,171132,2104,173236,NO,NO,NO
193525,4/16/1996,IL,500,2319.905047,0,44585,48,MALE,tech-support,kayaking,1/5/2015,WV,total loss,Springfield,5021 Flute Drive,23,fire,ambulance,NO,207000,300000,YES,207000,5812,212812,NO,YES,NO
611144,8/15/1997,OH,1000,6954.479801,0,45316,40,FEMALE,other-service,chess,2/3/2015,SC,minor damage,Springfield,5414 Britain Lane,0,hurricane,other,NO,781400,1000000,YES,322778,12230,335008,NO,YES,NO
463713,1/23/1998,IN,500,7292.132447,0,43221,30,MALE,prof-specialty,sleeping,2/12/2015,WV,minor damage,Columbus,4780 Francis Lane,12,hail,fire,NO,717000,500000,NO,384008,12091,396099,YES,NO,NO
182810,2/28/1998,OH,1000,3053.134251,0,43563,45,FEMALE,sales,skydiving,1/21/2015,WV,minor damage,Arlington,2362 1st Drive,9,hail,fire,NO,265800,1000000,NO,108234,5183,113417,NO,NO,NO
178195,12/15/2007,OH,500,3541.807709,0,45956,32,FEMALE,adm-clerical,paintball,2/24/2015,NY,minor damage,Columbus,3951 3rd Drive,12,hail,other,NO,416800,300000,NO,245680,3089,248769,NO,NO,NO
542069,2/17/2007,OH,1000,2900.232964,0,45118,36,MALE,handlers-cleaners,basketball,1/28/2015,SC,total loss,Springfield,3643 Cherokee Ave,17,hurricane,other,NO,265000,300000,NO,265000,808,265808,NO,YES,NO
328889,4/28/1997,IN,1000,3088.232348,0,60881,37,FEMALE,machine-op-inspct,reading,1/21/2015,NY,minor damage,Riverwood,4702 Cherokee St,16,fire,fire,NO,364000,500000,NO,168183,4608,172791,NO,NO,NO
590207,5/23/2012,IL,500,2366.802057,0,45274,21,FEMALE,priv-house-serv,yachting,2/1/2015,WV,minor damage,Northbrook,7276 Francis Hwy,21,fire,ambulance,NO,206600,500000,NO,84759,3637,88396,NO,NO,NO
176899,8/24/2014,OH,1000,2925.940233,0,62049,28,MALE,protective-serv,hiking,1/7/2015,NY,minor damage,Riverwood,4543 Oak Drive,10,other,police,YES,279800,500000,NO,163359,564,163923,NO,YES,NO
992041,7/24/2011,IL,500,3843.340233,0,47842,43,MALE,craft-repair,chess,2/4/2015,WV,total loss,Northbrook,6037 Elm Lane,4,fire,none,NO,376400,1000000,YES,376400,6438,382838,NO,NO,NO
472932,9/21/2013,OH,500,2139.261521,0,60230,45,FEMALE,adm-clerical,kayaking,1/29/2015,WV,minor damage,Northbrook,4689 Elm Ridge,8,hail,other,NO,230800,500000,NO,106274,933,107207,YES,YES,NO
447203,12/4/1992,IN,1000,5116.702652,0,44775,25,FEMALE,priv-house-serv,camping,2/22/2015,SC,minor damage,Northbend,1818 5th Drive,16,hurricane,other,NO,467200,500000,YES,235751,7125,242876,YES,NO,NO
701659,8/15/1996,IN,1000,1925.354748,0,43185,34,MALE,adm-clerical,cross-fit,1/19/2015,NY,trivial damage,Northbend,7115 Francis Lane,12,hurricane,other,NO,196800,300000,NO,33820,12534,46354,NO,NO,NO
608631,2/24/1997,IN,500,2913.046358,5000000,45568,31,FEMALE,farming-fishing,exercise,1/6/2015,SC,trivial damage,Riverwood,4836 Andromedia Drive,9,hail,ambulance,NO,244600,500000,NO,85000,325,85325,NO,NO,NO
903905,6/24/2005,IL,500,4500.784411,0,44846,36,FEMALE,farming-fishing,chess,2/25/2015,NY,total loss,Hillsdale,9170 Texas Ridge,22,other,ambulance,NO,380000,500000,NO,380000,13215,393215,NO,YES,NO
938408,11/16/2004,IL,1000,4962.646604,0,61573,60,FEMALE,protective-serv,hiking,1/20/2015,SC,minor damage,Northbend,6696 5th Hwy,14,hurricane,other,NO,501600,500000,YES,235219,19922,255141,NO,NO,NO
334228,10/18/1998,OH,500,2465.616475,0,60817,41,MALE,priv-house-serv,board-games,1/15/2015,SC,minor damage,Riverwood,8018 Pine Lane,15,fire,fire,NO,205800,300000,NO,91744,11516,103260,NO,YES,NO
736328,9/30/2003,OH,1000,1562.319748,6000000,60549,45,MALE,prof-specialty,skydiving,1/13/2015,NY,trivial damage,Northbend,9719 Elm Ave,14,theft,fire,NO,136600,500000,NO,21587,18560,40147,YES,YES,NO
799492,5/27/2001,IN,1000,2015.773077,0,47475,45,FEMALE,exec-managerial,golf,1/21/2015,SC,major damage,Riverwood,5678 1st Drive,14,hurricane,other,NO,210200,300000,NO,171293,6771,178064,NO,YES,NO
294944,9/4/2011,IL,500,2593.299566,0,43397,40,FEMALE,handlers-cleaners,movies,1/25/2015,SC,total loss,Springfield,1715 Texas Lane,18,theft,ambulance,NO,263200,1000000,NO,263200,8807,272007,NO,NO,NO
983854,4/29/2002,OH,1000,3726.318959,0,60495,29,MALE,machine-op-inspct,movies,1/25/2015,WV,minor damage,Northbend,7533 Elm Drive,5,fire,other,NO,335400,1000000,NO,187676,15717,203393,YES,NO,NO
252628,2/26/2001,IL,500,3798.874172,0,60892,30,MALE,sales,skydiving,1/13/2015,SC,total loss,Springfield,6730 Francis Hwy,13,fire,other,NO,428800,500000,NO,428800,2377,431177,NO,NO,NO
898027,9/19/2012,IL,500,4131.82789,0,45755,42,MALE,machine-op-inspct,reading,2/22/2015,NY,major damage,Northbrook,6329 Elm Ridge,20,hurricane,other,NO,510200,300000,NO,310075,7424,317499,NO,NO,NO
348839,6/28/2013,IL,500,2957.109349,6000000,44340,33,FEMALE,adm-clerical,chess,2/26/2015,WV,total loss,Columbus,6882 MLK Lane,7,other,ambulance,NO,271800,500000,NO,271800,5956,277756,YES,NO,NO
993068,9/5/2002,OH,500,7386.841043,0,45620,46,MALE,tech-support,chess,2/16/2015,SC,minor damage,Columbus,1971 Washington St,3,other,none,NO,641600,300000,NO,380431,298,380729,NO,YES,NO
530973,11/13/1996,IL,1000,2410.427649,4000000,61663,44,FEMALE,prof-specialty,exercise,1/11/2015,NY,total loss,Riverwood,7033 Apache Drive,17,fire,other,NO,255400,500000,NO,255400,530,255930,NO,NO,NO
997209,3/11/2002,IL,1000,4519.759175,0,62010,42,MALE,craft-repair,skydiving,1/24/2015,NC,total loss,Arlington,4868 Rock St,23,other,other,NO,474200,300000,NO,474200,181,474381,NO,NO,NO
993343,9/18/2013,OH,500,3819.39044,0,60574,45,FEMALE,machine-op-inspct,kayaking,1/16/2015,SC,major damage,Riverwood,6829 Britain St,13,hurricane,fire,NO,360400,1000000,NO,260799,6020,266819,NO,NO,NO
510918,3/7/1991,OH,1000,6818.814041,0,46480,31,FEMALE,machine-op-inspct,polo,2/22/2015,NY,major damage,Northbend,5675 Pine St,10,theft,other,NO,630800,1000000,NO,501844,5932,507776,NO,NO,NO
121636,5/21/2014,IL,1000,2105.416856,0,46480,31,MALE,transport-moving,reading,2/28/2015,NY,minor damage,Northbrook,9034 Solo Ridge,15,hurricane,other,NO,251400,1000000,YES,113998,1128,115126,NO,NO,NO
627970,4/30/1999,IL,1000,1411.682636,0,60284,29,MALE,handlers-cleaners,hiking,2/9/2015,SC,total loss,Northbrook,1125 Best Drive,18,hail,other,NO,130600,1000000,NO,130600,6339,136939,NO,YES,NO
372579,11/23/2003,OH,1000,2997.984896,0,60881,32,FEMALE,tech-support,bungie-jumping,2/11/2015,VA,trivial damage,Northbrook,3977 Britain Drive,15,hail,other,NO,277400,300000,NO,47025,20443,67468,YES,NO,NO
277710,3/2/1993,IL,500,2006.131155,0,43861,30,MALE,priv-house-serv,exercise,2/20/2015,WV,minor damage,Northbend,3463 5th Ave,5,hail,other,NO,234400,300000,NO,136393,11423,147816,YES,NO,NO
612315,6/3/1995,IN,500,6238.60111,0,60090,40,FEMALE,exec-managerial,hiking,2/12/2015,NY,minor damage,Northbend,4625 4th St,10,hurricane,other,NO,641600,1000000,NO,302852,10265,313117,YES,YES,NO
136826,12/3/1995,IL,500,2890.204414,0,60455,33,MALE,protective-serv,golf,1/13/2015,SC,trivial damage,Northbrook,7640 Francis Drive,4,hurricane,fire,NO,261600,300000,NO,66671,20763,87434,YES,NO,NO
505678,9/2/2004,IL,1000,3897.728845,0,60648,36,MALE,protective-serv,dancing,2/17/2015,WV,total loss,Springfield,4635 Francis Ridge,17,hail,ambulance,NO,428800,1000000,NO,428800,10098,438898,NO,YES,NO
584391,9/8/2006,OH,1000,3846.844475,0,43240,42,FEMALE,handlers-cleaners,dancing,1/8/2015,NY,total loss,Columbus,3015 Maple Hwy,17,other,fire,NO,476400,500000,NO,476400,4915,481315,YES,NO,NO
210224,9/12/1996,OH,500,2571.445855,0,45439,58,MALE,tech-support,reading,1/10/2015,VA,total loss,Riverwood,7823 Britain Ave,12,theft,police,NO,226000,300000,NO,226000,5388,231388,NO,NO,NO
944981,12/23/2010,IN,1000,960.9414627,0,47886,44,FEMALE,handlers-cleaners,chess,2/3/2015,NC,major damage,Arlington,1422 MLK Drive,9,hurricane,other,NO,112400,300000,YES,87212,11584,98796,NO,NO,NO
476478,5/19/2001,OH,1000,6995.114532,0,45319,29,MALE,prof-specialty,video-games,1/19/2015,SC,trivial damage,Northbend,9158 5th Hwy,21,hail,other,NO,655200,300000,NO,254800,5467,260267,NO,NO,NO
399242,6/5/1999,IL,1000,1861.347884,0,45274,61,FEMALE,transport-moving,bungie-jumping,2/9/2015,NC,minor damage,Riverwood,9016 4th Ridge,11,hurricane,fire,NO,170200,500000,NO,101493,549,102042,NO,NO,NO
752956,6/19/1992,IN,1000,1735.703929,0,44846,34,MALE,machine-op-inspct,hiking,2/12/2015,NY,total loss,Springfield,6878 Sky Ridge,8,fire,other,NO,193200,500000,YES,193200,7175,200375,NO,NO,NO
500295,11/22/2002,IN,1000,4984.01991,5000000,60243,47,MALE,exec-managerial,dancing,3/1/2015,SC,minor damage,Northbend,1557 Texas Drive,17,theft,other,NO,533000,500000,NO,283862,220,284082,NO,YES,NO
648964,3/10/2002,OH,500,4519.770225,0,60937,32,FEMALE,prof-specialty,movies,1/19/2015,NC,total loss,Arlington,2333 1st Drive,21,hurricane,other,NO,392600,300000,NO,392600,11284,403884,YES,NO,NO
672071,5/28/1993,OH,500,2654.331177,0,45644,31,FEMALE,other-service,exercise,2/26/2015,NY,total loss,Riverwood,9871 Solo St,20,other,fire,NO,297800,500000,YES,297800,12617,310417,NO,YES,NO
166450,4/12/2001,IN,1000,3907.79038,0,44632,28,FEMALE,adm-clerical,camping,1/27/2015,NY,minor damage,Springfield,3650 Washington St,17,fire,ambulance,NO,334200,500000,YES,191537,4230,195767,NO,NO,NO
824321,7/2/1990,OH,1000,4905.631949,0,46563,45,FEMALE,other-service,basketball,2/14/2015,WV,total loss,Springfield,4146 Francis Ridge,17,other,none,NO,455400,300000,NO,455400,8978,464378,NO,YES,NO
471600,4/3/2003,OH,1000,7092.519425,0,47486,39,MALE,protective-serv,golf,2/11/2015,SC,total loss,Springfield,1857 Tree St,4,other,fire,NO,602200,1000000,NO,602200,5947,608147,NO,NO,NO
322271,5/28/2014,OH,1000,3112.461845,0,47769,45,FEMALE,protective-serv,hiking,2/28/2015,WV,total loss,Columbus,5046 Francis Hwy,8,theft,other,NO,286800,500000,YES,286800,938,287738,YES,NO,NO
549349,9/22/1997,IL,500,2324.207125,0,43368,41,FEMALE,exec-managerial,kayaking,1/14/2015,NY,trivial damage,Arlington,2863 5th Ave,18,fire,other,NO,269400,500000,NO,20380,280,20660,NO,YES,NO
842178,11/13/2003,IL,500,1445.953432,6000000,47432,30,FEMALE,adm-clerical,video-games,1/8/2015,SC,total loss,Hillsdale,8180 MLK Ridge,12,other,other,NO,173600,300000,NO,173600,21165,194765,YES,YES,NO
485503,5/7/1990,IN,500,871.5909122,0,47486,34,FEMALE,exec-managerial,skydiving,1/19/2015,PA,total loss,Hillsdale,5636 Britain Ave,19,theft,police,YES,99000,300000,NO,99000,1307,100307,YES,NO,NO
892054,1/15/1992,IL,1000,5218.833903,0,61773,36,FEMALE,prof-specialty,board-games,2/24/2015,WV,total loss,Hillsdale,8742 Elm Drive,7,fire,fire,NO,631400,300000,NO,631400,497,631897,NO,NO,NO
408447,1/5/2000,IL,1000,1646.187236,6000000,61634,45,MALE,priv-house-serv,polo,1/3/2015,WV,major damage,Hillsdale,3937 Maple St,12,fire,other,NO,179200,500000,NO,133950,7171,141121,NO,NO,NO
785029,12/27/1991,IN,500,3949.683746,0,45294,37,FEMALE,machine-op-inspct,paintball,1/3/2015,SC,major damage,Northbrook,8128 Rock Lane,6,hurricane,other,NO,468000,500000,YES,411870,356,412226,NO,NO,NO
272279,5/16/2010,OH,500,1054.417943,0,47086,32,FEMALE,tech-support,polo,1/15/2015,SC,minor damage,Northbrook,9952 2nd Drive,14,hurricane,other,NO,130600,1000000,NO,68159,39,68198,YES,NO,NO
115074,6/24/2010,IN,1000,4355.936993,6000000,60324,42,MALE,exec-managerial,reading,1/2/2015,WV,minor damage,Hillsdale,2833 4th Hwy,19,theft,ambulance,NO,371400,300000,NO,196242,6934,203176,NO,NO,NO
139254,6/17/2006,IL,1000,8821.521101,0,45847,22,FEMALE,farming-fishing,polo,1/24/2015,NY,total loss,Riverwood,7940 Maple Lane,5,hail,ambulance,NO,769200,1000000,NO,769200,6102,775302,NO,YES,NO
792439,6/27/2001,OH,1000,2063.247642,0,43168,22,MALE,craft-repair,cross-fit,2/28/2015,NY,total loss,Springfield,7972 Weaver Drive,6,theft,police,NO,255000,500000,NO,255000,5985,260985,NO,NO,NO
655227,9/14/2009,OH,500,5025.146135,0,60628,40,FEMALE,exec-managerial,hiking,2/10/2015,WV,minor damage,Northbend,7158 Lincoln Lane,15,fire,ambulance,NO,536200,300000,YES,262155,5106,267261,YES,YES,NO
303674,2/4/1995,IL,500,1704.60229,0,46936,30,MALE,farming-fishing,golf,1/6/2015,NY,minor damage,Springfield,8871 Texas Lane,19,hurricane,other,NO,152400,300000,NO,90716,10727,101443,NO,NO,NO
174837,6/15/2008,IN,500,6167.480317,0,47178,47,MALE,protective-serv,polo,1/29/2015,SC,trivial damage,Columbus,3407 Francis Ridge,16,hurricane,other,NO,516400,300000,NO,18291,5171,23462,NO,NO,NO
943444,2/4/2011,IN,500,9762.942542,0,46863,36,FEMALE,tech-support,board-games,1/27/2015,NY,major damage,Arlington,1532 Sky Ridge,23,hurricane,ambulance,NO,1148800,500000,NO,913067,6466,919533,NO,YES,NO
